id,observed_on_string,observed_on,time_observed_at,created_at,updated_at,quality_grade,image_url,place_guess,latitude,longitude,private_place_guess,private_latitude,private_longitude,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_subfamily_name,taxon_tribe_name,taxon_genus_name,taxon_species_name
278619,2013-05-25,2013-05-25,,2013-05-26 07:33:40 UTC,2018-06-25 15:27:48 UTC,research,https://static.inaturalist.org/photos/344719/medium.jpg?1369553743,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Synegiodes histrionaria,Synegiodes histrionaria,,Insecta,567585,Animalia,Insecta,Lepidoptera,Geometridae,Sterrhinae,,Synegiodes,Synegiodes histrionaria
278620,2013-05-25,2013-05-25,,2013-05-26 07:33:41 UTC,2019-04-29 05:42:43 UTC,needs_id,https://static.inaturalist.org/photos/344720/medium.jpg?1369553743,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Saddleback Caterpillars (Family Limacodidae),Limacodidae,Slug Caterpillar Moths,Insecta,84165,Animalia,Insecta,Lepidoptera,Limacodidae,,,,
278621,2013-05-25,2013-05-25,,2013-05-26 07:33:42 UTC,2019-01-18 18:52:12 UTC,needs_id,https://static.inaturalist.org/photos/344721/medium.jpg?1369553744,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Dendrolimus,Dendrolimus,,Insecta,124896,Animalia,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Pinarini,Dendrolimus,
278622,2013-05-25,2013-05-25,,2013-05-26 07:33:43 UTC,2014-11-21 14:39:46 UTC,needs_id,https://static.inaturalist.org/photos/344722/medium.jpg?1369553750,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Archips,Archips,,Insecta,127662,Animalia,Insecta,Lepidoptera,Tortricidae,Tortricinae,Archipini,Archips,
278623,2013-05-25,2013-05-25,,2013-05-26 07:33:43 UTC,2014-11-21 14:39:49 UTC,needs_id,https://static.inaturalist.org/photos/344723/medium.jpg?1369553750,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Cerynea,Cerynea,,Insecta,200836,Animalia,Insecta,Lepidoptera,Erebidae,Boletobiinae,Aventiini,Cerynea,
281080,2013-05-25,2013-05-25,,2013-05-29 01:42:12 UTC,2014-11-21 14:47:29 UTC,needs_id,https://static.inaturalist.org/photos/347949/medium.jpg?1369791790,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Footman Moths (Tribe Lithosiini),Lithosiini,Lichen Moths,Insecta,82092,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,,
281081,2013-05-25,2013-05-25,,2013-05-29 01:42:14 UTC,2014-11-21 14:47:31 UTC,needs_id,https://static.inaturalist.org/photos/347950/medium.jpg?1369791790,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Plume Moths,Pterophoridae,Plume Moths,Insecta,47404,Animalia,Insecta,Lepidoptera,Pterophoridae,,,,
281082,2013-05-26,2013-05-26,,2013-05-29 01:42:15 UTC,2019-05-01 00:27:44 UTC,needs_id,https://static.inaturalist.org/photos/347951/medium.jpg?1369791793,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Thosea,Thosea,,Insecta,318869,Animalia,Insecta,Lepidoptera,Limacodidae,,,Thosea,
281083,2013-05-26,2013-05-26,,2013-05-29 01:42:15 UTC,2014-11-21 14:47:38 UTC,needs_id,https://static.inaturalist.org/photos/347952/medium.jpg?1369791797,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Striglina,Striglina,,Insecta,196986,Animalia,Insecta,Lepidoptera,Thyrididae,,,Striglina,
281084,2013-05-26,2013-05-26,,2013-05-29 01:42:16 UTC,2014-11-21 14:47:40 UTC,needs_id,https://static.inaturalist.org/photos/347953/medium.jpg?1369791797,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Leafrollers (Subfamily Tortricinae),Tortricinae,Tortricine Leafroller Moths,Insecta,124615,Animalia,Insecta,Lepidoptera,Tortricidae,Tortricinae,,,
281085,2013-05-26,2013-05-26,,2013-05-29 01:42:17 UTC,2014-11-21 14:47:42 UTC,needs_id,https://static.inaturalist.org/photos/347954/medium.jpg?1369791801,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Spilomelinae,Spilomelinae,Pearl Moths,Insecta,122486,Animalia,Insecta,Lepidoptera,Crambidae,Spilomelinae,,,
281086,2013-05-26,2013-05-26,,2013-05-29 01:42:17 UTC,2014-11-21 14:47:44 UTC,needs_id,https://static.inaturalist.org/photos/347955/medium.jpg?1369791804,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Olethreutinae,Olethreutinae,Olethreutine Leafroller Moths,Insecta,124229,Animalia,Insecta,Lepidoptera,Tortricidae,Olethreutinae,,,
281087,2013-05-28,2013-05-28,,2013-05-29 01:42:18 UTC,2014-11-21 14:47:46 UTC,needs_id,https://static.inaturalist.org/photos/347956/medium.jpg?1369791804,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Footman Moths (Tribe Lithosiini),Lithosiini,Lichen Moths,Insecta,82092,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,,
281088,2013-05-28,2013-05-28,,2013-05-29 01:42:19 UTC,2020-02-21 09:51:22 UTC,research,https://static.inaturalist.org/photos/347957/medium.jpg?1369791808,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Marumba spectabilis,Marumba spectabilis,,Insecta,319938,Animalia,Insecta,Lepidoptera,Sphingidae,Smerinthinae,Smerinthini,Marumba,Marumba spectabilis
281089,2013-05-28,2013-05-28,,2013-05-29 01:42:20 UTC,2014-11-21 14:47:56 UTC,needs_id,https://static.inaturalist.org/photos/347958/medium.jpg?1369791811,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Bagworm Moths (Family Psychidae),Psychidae,Bagworm Moths,Insecta,61415,Animalia,Insecta,Lepidoptera,Psychidae,,,,
281090,2013-05-28,2013-05-28,,2013-05-29 01:42:20 UTC,2018-11-23 08:29:28 UTC,research,https://static.inaturalist.org/photos/347959/medium.jpg?1369791812,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Macrobrochis gigas,Macrobrochis gigas,,Insecta,204734,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,Macrobrochis,Macrobrochis gigas
281091,2013-05-28,2013-05-28,,2013-05-29 01:42:21 UTC,2014-11-21 14:48:03 UTC,needs_id,https://static.inaturalist.org/photos/347960/medium.jpg?1369791817,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Prominent Moths (Family Notodontidae),Notodontidae,Prominent Moths,Insecta,47718,Animalia,Insecta,Lepidoptera,Notodontidae,,,,
281128,2013-05-27,2013-05-27,,2013-05-29 02:06:16 UTC,2019-02-21 19:24:00 UTC,needs_id,https://static.inaturalist.org/photos/347973/medium.jpg?1369793235,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Lichen Moths,Lithosiini,Lichen Moths,Insecta,82092,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,,
281129,2013-05-27,2013-05-27,,2013-05-29 02:06:21 UTC,2014-11-21 14:48:13 UTC,needs_id,https://static.inaturalist.org/photos/347974/medium.jpg?1369793235,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Lymantria,Lymantria,,Insecta,48848,Animalia,Insecta,Lepidoptera,Erebidae,Lymantriinae,Lymantriini,Lymantria,
281130,2013-05-27,2013-05-27,,2013-05-29 02:06:21 UTC,2017-12-05 10:51:26 UTC,needs_id,https://static.inaturalist.org/photos/347975/medium.jpg?1369793238,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Eugoa,Eugoa,,Insecta,318494,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,Eugoa,
281131,2013-05-27,2013-05-27,,2013-05-29 02:06:22 UTC,2014-11-21 14:48:26 UTC,needs_id,https://static.inaturalist.org/photos/347976/medium.jpg?1369793243,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Pyralinae,Pyralinae,,Insecta,122739,Animalia,Insecta,Lepidoptera,Pyralidae,Pyralinae,,,
281132,2013-05-27,2013-05-27,,2013-05-29 02:06:23 UTC,2014-11-21 14:48:30 UTC,needs_id,https://static.inaturalist.org/photos/347977/medium.jpg?1369793243,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Noctuinae,Noctuinae,Cutworms and Dart Moths,Insecta,122224,Animalia,Insecta,Lepidoptera,Noctuidae,Noctuinae,,,
281133,2013-05-27,2013-05-27,,2013-05-29 02:06:24 UTC,2017-10-12 11:20:43 UTC,needs_id,https://static.inaturalist.org/photos/347978/medium.jpg?1369793244,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Ennominae,Ennominae,,Insecta,123033,Animalia,Insecta,Lepidoptera,Geometridae,Ennominae,,,
281134,2013-05-27,2013-05-27,,2013-05-29 02:06:24 UTC,2014-11-21 14:48:35 UTC,needs_id,https://static.inaturalist.org/photos/347979/medium.jpg?1369793250,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Olene,Olene,,Insecta,61996,Animalia,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orgyiini,Olene,
281135,2013-05-27,2013-05-27,,2013-05-29 02:06:25 UTC,2019-03-23 14:47:41 UTC,needs_id,https://static.inaturalist.org/photos/347980/medium.jpg?1369793251,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Caeneressa,Caeneressa,,Insecta,208377,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Syntomini,Caeneressa,
281136,2013-05-27,2013-05-27,,2013-05-29 02:06:26 UTC,2014-11-21 14:48:39 UTC,needs_id,https://static.inaturalist.org/photos/347981/medium.jpg?1369793251,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Noctuinae,Noctuinae,Cutworms and Dart Moths,Insecta,122224,Animalia,Insecta,Lepidoptera,Noctuidae,Noctuinae,,,
281137,2013-05-27,2013-05-27,,2013-05-29 02:06:26 UTC,2014-11-21 14:48:45 UTC,needs_id,https://static.inaturalist.org/photos/347982/medium.jpg?1369793257,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Glaucoclystis,Glaucoclystis,,Insecta,319979,Animalia,Insecta,Lepidoptera,Geometridae,Larentiinae,Eupitheciini,Glaucoclystis,
281138,2013-05-27,2013-05-27,,2013-05-29 02:06:27 UTC,2014-11-21 14:48:48 UTC,needs_id,https://static.inaturalist.org/photos/347983/medium.jpg?1369793258,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Araeopteron,Araeopteron,,Insecta,319911,Animalia,Insecta,Lepidoptera,Erebidae,Boletobiinae,Araeopteronini,Araeopteron,
281139,2013-05-27,2013-05-27,,2013-05-29 02:06:28 UTC,2014-11-21 14:48:50 UTC,needs_id,https://static.inaturalist.org/photos/347984/medium.jpg?1369793259,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,"Owlet Moths, Tiger Moths, Tussock Moths and Allies (Family Erebidae)",Rhododactyla,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Insecta,Lepidoptera,Erebidae,,,,
281140,2013-05-27,2013-05-27,,2013-05-29 02:06:28 UTC,2014-11-21 14:48:54 UTC,research,https://static.inaturalist.org/photos/347985/medium.jpg?1369793264,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Siglophora sanguinolenta,Siglophora sanguinolenta,,Insecta,319995,Animalia,Insecta,Lepidoptera,Nolidae,Chloephorinae,Ariolicini,Siglophora,Siglophora sanguinolenta
284415,2013-05-29,2013-05-29,,2013-06-01 11:08:35 UTC,2014-11-21 14:57:24 UTC,needs_id,https://static.inaturalist.org/photos/352057/medium.jpg?1370085027,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Calamotropha,Calamotropha,,Insecta,199829,Animalia,Insecta,Lepidoptera,Crambidae,Crambinae,Calamotrophini,Calamotropha,
284416,2013-05-29,2013-05-29,,2013-06-01 11:08:37 UTC,2017-10-12 11:20:17 UTC,needs_id,https://static.inaturalist.org/photos/352058/medium.jpg?1370085027,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Boarmiini,Boarmiini,,Insecta,124062,Animalia,Insecta,Lepidoptera,Geometridae,Ennominae,Boarmiini,,
284417,2013-05-29,2013-05-29,,2013-06-01 11:08:37 UTC,2014-11-21 14:57:28 UTC,needs_id,https://static.inaturalist.org/photos/352059/medium.jpg?1370085029,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Risoba,Risoba,,Insecta,319003,Animalia,Insecta,Lepidoptera,Nolidae,Risobinae,,Risoba,
284418,2013-05-29,2013-05-29,,2013-06-01 11:08:38 UTC,2019-01-18 18:38:32 UTC,needs_id,https://static.inaturalist.org/photos/352060/medium.jpg?1370085033,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Euthrix,Euthrix,,Insecta,121894,Animalia,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Selenepherini,Euthrix,
284419,2013-05-29,2013-05-29,,2013-06-01 11:08:39 UTC,2014-11-21 14:57:34 UTC,needs_id,https://static.inaturalist.org/photos/352061/medium.jpg?1370085034,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Archips,Archips,,Insecta,127662,Animalia,Insecta,Lepidoptera,Tortricidae,Tortricinae,Archipini,Archips,
284420,2013-05-29,2013-05-29,,2013-06-01 11:08:40 UTC,2018-04-20 19:57:35 UTC,research,https://static.inaturalist.org/photos/352062/medium.jpg?1370085035,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Eucyclodes discipennata,Eucyclodes discipennata,,Insecta,563509,Animalia,Insecta,Lepidoptera,Geometridae,Geometrinae,Nemoriini,Eucyclodes,Eucyclodes discipennata
284421,2013-05-29,2013-05-29,,2013-06-01 11:08:40 UTC,2014-11-21 14:57:38 UTC,needs_id,https://static.inaturalist.org/photos/352063/medium.jpg?1370085039,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Hydrillodes,Hydrillodes,,Insecta,243940,Animalia,Insecta,Lepidoptera,Erebidae,Herminiinae,,Hydrillodes,
284422,2013-05-30,2013-05-30,,2013-06-01 11:08:41 UTC,2018-02-06 09:36:14 UTC,research,https://static.inaturalist.org/photos/352064/medium.jpg?1370085041,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Cricula trifenestrata,Cricula trifenestrata,Cricula Silkmoth,Insecta,510228,Animalia,Insecta,Lepidoptera,Saturniidae,Saturniinae,Saturniini,Cricula,Cricula trifenestrata
284423,2013-05-30,2013-05-30,,2013-06-01 11:08:41 UTC,2014-11-21 14:57:47 UTC,research,https://static.inaturalist.org/photos/352065/medium.jpg?1370085041,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Chorodna creataria,Chorodna creataria,,Insecta,202656,Animalia,Insecta,Lepidoptera,Geometridae,Ennominae,Boarmiini,Chorodna,Chorodna creataria
284424,2013-05-30,2013-05-30,,2013-06-01 11:08:42 UTC,2018-10-25 20:28:08 UTC,needs_id,https://static.inaturalist.org/photos/352066/medium.jpg?1370085046,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Hemitheini,Hemitheini,,Insecta,123090,Animalia,Insecta,Lepidoptera,Geometridae,Geometrinae,Hemitheini,,
284425,2013-05-30,2013-05-30,,2013-06-01 11:08:43 UTC,2014-11-21 14:57:52 UTC,needs_id,https://static.inaturalist.org/photos/352067/medium.jpg?1370085047,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Musotiminae,Musotiminae,,Insecta,122947,Animalia,Insecta,Lepidoptera,Crambidae,Musotiminae,,,
284426,2013-05-30,2013-05-30,,2013-06-01 11:08:43 UTC,2014-11-21 14:57:57 UTC,research,https://static.inaturalist.org/photos/352068/medium.jpg?1370085048,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Sympis rufibasis,Sympis rufibasis,,Insecta,204819,Animalia,Insecta,Lepidoptera,Erebidae,Erebinae,Erebini,Sympis,Sympis rufibasis
284427,2013-05-30,2013-05-30,,2013-06-01 11:08:44 UTC,2019-05-01 00:27:37 UTC,needs_id,https://static.inaturalist.org/photos/352069/medium.jpg?1370085052,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Saddleback Caterpillars (Family Limacodidae),Limacodidae,Slug Caterpillar Moths,Insecta,84165,Animalia,Insecta,Lepidoptera,Limacodidae,,,,
284428,2013-05-30,2013-05-30,,2013-06-01 11:08:45 UTC,2014-11-21 14:58:03 UTC,needs_id,https://static.inaturalist.org/photos/352070/medium.jpg?1370085054,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Anigraea,Anigraea,,Insecta,244848,Animalia,Insecta,Lepidoptera,Euteliidae,Euteliinae,,Anigraea,
284429,2013-05-30,2013-05-30,,2013-06-01 11:08:45 UTC,2014-11-21 14:58:06 UTC,needs_id,https://static.inaturalist.org/photos/352071/medium.jpg?1370085054,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Hypeninae,Hypeninae,Hypenine Snout Moths,Insecta,122457,Animalia,Insecta,Lepidoptera,Erebidae,Hypeninae,,,
284430,2013-05-30,2013-05-30,,2013-06-01 11:08:46 UTC,2014-11-21 14:58:08 UTC,needs_id,https://static.inaturalist.org/photos/352072/medium.jpg?1370085059,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Tribe Orgyiini,Orgyiini,,Insecta,82042,Animalia,Insecta,Lepidoptera,Erebidae,Lymantriinae,Orgyiini,,
284431,2013-05-30,2013-05-30,,2013-06-01 11:08:46 UTC,2014-11-21 14:58:11 UTC,needs_id,https://static.inaturalist.org/photos/352073/medium.jpg?1370085060,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Eustrotiinae,Eustrotiinae,,Insecta,122440,Animalia,Insecta,Lepidoptera,Noctuidae,Eustrotiinae,,,
284432,2013-05-30,2013-05-30,,2013-06-01 11:08:47 UTC,2014-11-21 14:58:13 UTC,needs_id,https://static.inaturalist.org/photos/352074/medium.jpg?1370085061,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Athetis,Athetis,,Insecta,124859,Animalia,Insecta,Lepidoptera,Noctuidae,Noctuinae,Caradrinini,Athetis,
284433,2013-05-30,2013-05-30,,2013-06-01 11:08:48 UTC,2018-07-19 14:11:14 UTC,needs_id,https://static.inaturalist.org/photos/352075/medium.jpg?1370085065,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Glyphodes,Glyphodes caesalis,Jack Fruit Borer,Insecta,196985,Animalia,Insecta,Lepidoptera,Crambidae,Spilomelinae,Margaroniini,Glyphodes,Glyphodes caesalis
284434,2013-05-30,2013-05-30,,2013-06-01 11:08:48 UTC,2014-11-21 14:58:19 UTC,needs_id,https://static.inaturalist.org/photos/352076/medium.jpg?1370085066,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subtribe Spilosomina,Spilosomina,,Insecta,123834,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Arctiini,,
284435,2013-05-30,2013-05-30,,2013-06-01 11:08:49 UTC,2014-11-21 14:58:21 UTC,needs_id,https://static.inaturalist.org/photos/352077/medium.jpg?1370085067,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Noctuid Moths (Family Noctuidae),Noctuidae,Cutworm Moths and Allies,Insecta,48670,Animalia,Insecta,Lepidoptera,Noctuidae,,,,
284437,2013-05-31,2013-05-31,,2013-06-01 11:23:28 UTC,2014-11-21 14:58:24 UTC,needs_id,https://static.inaturalist.org/photos/352081/medium.jpg?1370085913,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Pyraustinae,Pyraustinae,,Insecta,122491,Animalia,Insecta,Lepidoptera,Crambidae,Pyraustinae,,,
284438,2013-05-31,2013-05-31,,2013-06-01 11:23:29 UTC,2014-11-21 14:58:27 UTC,needs_id,https://static.inaturalist.org/photos/352082/medium.jpg?1370085913,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Subfamily Drepaninae,Drepaninae,Hooktip Moths,Insecta,123016,Animalia,Insecta,Lepidoptera,Drepanidae,Drepaninae,,,
284439,2013-05-31,2013-05-31,,2013-06-01 11:23:29 UTC,2014-11-21 14:58:29 UTC,needs_id,https://static.inaturalist.org/photos/352083/medium.jpg?1370085914,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Genus Pitama,Pitama,,Insecta,320188,Animalia,Insecta,Lepidoptera,Crambidae,Odontiinae,,Pitama,
284440,2013-05-31,2013-05-31,,2013-06-01 11:23:30 UTC,2014-11-21 14:58:32 UTC,needs_id,https://static.inaturalist.org/photos/352084/medium.jpg?1370085919,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,"Owlet Moths, Tiger Moths, Tussock Moths and Allies (Family Erebidae)",Rhododactyla,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Insecta,Lepidoptera,Erebidae,,,,
284441,2013-05-31,2013-05-31,,2013-06-01 11:23:30 UTC,2017-10-09 09:01:54 UTC,research,https://static.inaturalist.org/photos/352085/medium.jpg?1370085920,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Iotaphora iridicolor,Iotaphora iridicolor,,Insecta,244177,Animalia,Insecta,Lepidoptera,Geometridae,Geometrinae,,Iotaphora,Iotaphora iridicolor
284442,2013-05-31,2013-05-31,,2013-06-01 11:23:31 UTC,2017-10-12 11:20:04 UTC,needs_id,https://static.inaturalist.org/photos/352086/medium.jpg?1370085920,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Ennominae,Ennominae,,Insecta,123033,Animalia,Insecta,Lepidoptera,Geometridae,Ennominae,,,
284443,2013-05-31,2013-05-31,,2013-06-01 11:23:32 UTC,2019-05-01 00:24:32 UTC,needs_id,https://static.inaturalist.org/photos/352087/medium.jpg?1370085926,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Miresa,Miresa fulgida,,Insecta,202831,Animalia,Insecta,Lepidoptera,Limacodidae,,,Miresa,Miresa fulgida
284444,2013-05-31,2013-05-31,,2013-06-01 11:23:32 UTC,2018-11-25 22:25:15 UTC,research,https://static.inaturalist.org/photos/352088/medium.jpg?1370085928,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Indiania eccentropis,Indiania eccentropis,,Insecta,630740,Animalia,Insecta,Lepidoptera,Erebidae,Arctiinae,Lithosiini,Indiania,Indiania eccentropis
284445,2013-05-31,2013-05-31,,2013-06-01 11:23:33 UTC,2014-11-21 14:58:49 UTC,research,https://static.inaturalist.org/photos/352089/medium.jpg?1370085927,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Rose Myrtle Lappet Moth (Trabala vishnou),Trabala vishnou,Rose Myrtle Lappet Moth,Insecta,124655,Animalia,Insecta,Lepidoptera,Lasiocampidae,Lasiocampinae,Trabalini,Trabala,Trabala vishnou
284446,2013-06-01,2013-06-01,,2013-06-01 11:23:33 UTC,2018-01-09 10:29:22 UTC,needs_id,https://static.inaturalist.org/photos/352090/medium.jpg?1370085932,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Syntypistis,Syntypistis,,Insecta,151780,Animalia,Insecta,Lepidoptera,Notodontidae,Notodontinae,Stauropini,Syntypistis,
284447,2013-06-01,2013-06-01,,2013-06-01 11:23:34 UTC,2017-10-12 11:19:59 UTC,needs_id,https://static.inaturalist.org/photos/352091/medium.jpg?1370085933,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Pug Moths & Allies,Eupitheciini,Pug Moths & Allies,Insecta,123039,Animalia,Insecta,Lepidoptera,Geometridae,Larentiinae,Eupitheciini,,
284448,2013-06-01,2013-06-01,,2013-06-01 11:23:35 UTC,2017-10-12 11:19:56 UTC,needs_id,https://static.inaturalist.org/photos/352092/medium.jpg?1370085935,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Geometer Moths,Geometridae,Geometer Moths,Insecta,49530,Animalia,Insecta,Lepidoptera,Geometridae,,,,
284449,2013-06-01,2013-06-01,,2013-06-01 11:23:35 UTC,2019-11-11 09:45:24 UTC,research,https://static.inaturalist.org/photos/352093/medium.jpg?1370085939,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Thinopteryx crocoptera,Thinopteryx crocoptera,,Insecta,963998,Animalia,Insecta,Lepidoptera,Geometridae,Ennominae,Thinopterygini,Thinopteryx,Thinopteryx crocoptera
284450,2013-06-01,2013-06-01,,2013-06-01 11:23:36 UTC,2014-11-21 14:59:04 UTC,research,https://static.inaturalist.org/photos/352094/medium.jpg?1370085940,"NEHU, Shillong",25.612098,91.897713,,,,,,Meghalaya,India,Meghalaya,East Khasi Hills,Dioryctria rubella,Dioryctria rubella,,Insecta,204666,Animalia,Insecta,Lepidoptera,Pyralidae,Phycitinae,Phycitini,Dioryctria,Dioryctria rubella
